SIGLA;UF_CIDADE;DESCRICAO;CRECHE_PARCIAL;CRECHE_INTEGRAL;PRE_PARCIAL;PRE_INTEGRAL;FUND1_PARCIAL;FUND1_INTEGRAL;FUND2_PARCIAL;FUND2_INTEGRAL;MEDIO_PARCIAL;MEDIO_INTEGRAL;EJA_FUND;EJA_MEDIO;TOTAL_REGULAR;POR_CENTO;PRE_PARCIAL_AEE;PRE_INTEGRAL_AEE;FUND1_PARCIAL_AEE;FUND1_INTEGRAL_AEE;FUND2_PARCIAL_AEE;FUND2_INTEGRAL_AEE;MEDIO_PARCIAL_AEE;MEDIO_INTEGRAL_AEE;EJA_FUND_AEE;EJA_MEDIO_AEE;TOTAL_AEE;POR_CENTO_AEE
SP;MIRASSOLANDIA;Estadual e Municipal;0;1410;0;1190;2830;0;0;2420;290;1000;0;0;;;0;20;0;40;90;0;0;80;0;40;0;0
SP;MOCOCA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MOCOCA;Estadual Urbana;0;0;0;0;1134;0;6070;1105;1312;5280;360;600;;;0;0;0;0;630;0;470;840;450;320;30;70
SP;MOCOCA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;510;650;;;0;0;0;0;0;0;0;0;0;0;30;20
SP;MOCOCA;Municipal Urbana;7210;3670;9030;2090;1486;0;3870;0;1330;0;0;0;;;90;70;340;70;600;0;140;0;40;0;0;0
SP;MOCOCA;Municipal Rural;70;0;350;0;780;0;0;0;0;0;0;0;;;0;0;0;0;40;0;0;0;0;0;0;0
SP;MOCOCA;Estadual e Municipal;7280;3670;9380;2090;2698;0;9940;1105;1445;5280;870;1250;;;90;70;340;70;1270;0;610;840;490;320;60;90
SP;MOGI DAS CRUZES;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MOGI DAS CRUZES;Estadual Urbana;0;0;0;0;0;0;11566;5615;10783;2704;0;1220;;;0;0;0;0;30;0;5440;2290;3520;1360;0;30
SP;MOGI DAS CRUZES;Estadual Rural;0;0;0;0;0;0;5100;2320;5340;350;0;0;;;0;0;0;0;0;0;260;100;200;30;0;0
SP;MOGI DAS CRUZES;Municipal Urbana;0;1262;411;2310;17881;5215;2890;2970;0;0;2440;0;;;0;400;2820;140;1032;2180;910;230;0;0;30;0
SP;MOGI DAS CRUZES;Municipal Rural;0;330;1610;430;7940;820;0;0;0;0;0;0;;;0;0;60;10;380;70;0;0;0;0;0;0
SP;MOGI DAS CRUZES;Estadual e Municipal;0;1295;4271;2740;18675;5297;12365;6144;11317;2739;2440;1220;;;0;400;2880;150;1073;2250;6610;2620;3720;1390;30;30
SP;MOGI GUACU;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MOGI GUACU;Estadual Urbana;0;0;0;0;0;0;1002;1876;2777;9880;740;1580;;;0;0;0;0;0;0;420;540;1050;510;0;40
SP;MOGI GUACU;Estadual Rural;0;0;0;0;0;0;2260;0;1430;0;510;510;;;0;0;0;0;0;0;20;0;20;0;10;10
SP;MOGI GUACU;Municipal Urbana;0;1225;179;8590;6334;6880;3099;120;3460;0;300;0;;;0;60;770;360;3050;120;1240;0;70;0;0;0
SP;MOGI GUACU;Municipal Rural;0;0;1440;0;3350;530;740;0;0;0;0;0;;;0;0;30;0;30;0;10;0;0;0;0;0
SP;MOGI GUACU;Estadual e Municipal;0;1225;1934;8590;6669;7410;4401;1888;3266;9880;1550;2090;;;0;60;800;360;3080;120;1690;540;1140;510;10;50
SP;MOJI MIRIM;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MOJI MIRIM;Estadual Urbana;0;0;0;0;0;0;1561;6290;2599;2090;400;790;;;0;0;0;0;0;0;950;200;780;90;10;30
SP;MOJI MIRIM;Estadual Rural;0;0;0;0;0;0;520;0;500;0;520;340;;;0;0;0;0;0;0;10;0;0;0;10;0
SP;MOJI MIRIM;Municipal Urbana;2600;1098;1031;3650;3113;7130;1059;0;0;0;330;0;;;20;60;530;90;1980;200;650;0;0;0;90;0
SP;MOJI MIRIM;Municipal Rural;10;200;0;340;0;0;0;0;0;0;0;0;;;0;0;0;10;0;0;0;0;0;0;0;0
SP;MOJI MIRIM;Estadual e Municipal;2610;1118;1031;3990;3113;7130;2672;6290;2649;2090;1250;1130;;;20;60;530;100;1980;200;1610;200;780;90;110;30
SP;MOMBUCA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MOMBUCA;Estadual Urbana;0;0;0;0;0;0;0;0;1000;0;0;70;;;0;0;0;0;0;0;0;0;20;0;0;0
SP;MOMBUCA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MOMBUCA;Municipal Urbana;600;630;1480;0;2310;1010;2410;0;0;0;0;0;;;10;0;30;0;90;90;70;0;0;0;0;0
SP;MOMBUCA;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MOMBUCA;Estadual e Municipal;600;630;1480;0;2310;1010;2410;0;1000;0;0;70;;;10;0;30;0;90;90;70;0;20;0;0;0
SP;MONCOES;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MONCOES;Estadual Urbana;0;0;0;0;0;0;0;740;0;620;0;0;;;0;0;0;0;0;0;0;110;0;20;0;0
SP;MONCOES;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MONCOES;Municipal Urbana;0;490;0;230;0;1170;0;0;0;0;0;0;;;0;10;0;10;0;40;0;0;0;0;0;0
SP;MONCOES;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MONCOES;Estadual e Municipal;0;490;0;230;0;1170;0;740;0;620;0;0;;;0;10;0;10;0;40;0;110;0;20;0;0
SP;MONGAGUA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MONGAGUA;Estadual Urbana;0;0;50;0;220;0;200;0;2318;3010;910;1640;;;0;0;0;0;0;0;0;0;1270;220;10;70
SP;MONGAGUA;Estadual Rural;0;0;60;0;250;0;250;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MONGAGUA;Municipal Urbana;0;8940;132;0;3805;500;3376;50;0;0;1230;0;;;0;280;1100;0;2550;30;2000;10;0;0;60;0
SP;MONGAGUA;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MONGAGUA;Estadual e Municipal;0;8940;1331;0;3852;500;3421;50;2318;3010;2140;1640;;;0;280;1100;0;2550;30;2000;10;1270;220;70;70
SP;MONTE ALEGRE DO SUL;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MONTE ALEGRE DO SUL;Estadual Urbana;0;0;0;0;0;0;0;0;4390;0;0;170;;;0;0;0;0;0;0;0;0;200;0;0;0
SP;MONTE ALEGRE DO SUL;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MONTE ALEGRE DO SUL;Municipal Urbana;490;670;730;570;3670;230;3710;0;0;0;0;0;;;10;0;10;10;120;0;160;0;0;0;0;0
SP;MONTE ALEGRE DO SUL;Municipal Rural;80;0;110;0;0;0;0;0;0;0;0;0;;;0;0;10;0;0;0;0;0;0;0;0;0
SP;MONTE ALEGRE DO SUL;Estadual e Municipal;570;670;840;570;3670;230;3710;0;4390;0;0;170;;;10;0;20;10;120;0;160;0;200;0;0;0
SP;MONTE ALTO;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MONTE ALTO;Estadual Urbana;0;0;0;0;0;0;3760;3690;8410;2190;180;490;;;0;0;0;0;0;0;40;70;80;110;0;10
SP;MONTE ALTO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MONTE ALTO;Municipal Urbana;2710;7100;6800;980;1186;6720;7520;0;0;0;320;0;;;40;0;230;20;260;160;220;0;0;0;0;0
SP;MONTE ALTO;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MONTE ALTO;Estadual e Municipal;2710;7100;6800;980;1186;6720;1128;3690;8410;2190;500;490;;;40;0;230;20;260;160;260;70;80;110;0;10
SP;MONTE APRAZIVEL;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MONTE APRAZIVEL;Estadual Urbana;0;0;0;0;0;0;0;1690;2870;1280;0;230;;;0;0;0;0;0;0;0;240;300;170;0;20
SP;MONTE APRAZIVEL;Estadual Rural;0;0;0;0;0;0;0;0;2720;0;0;0;;;0;0;0;0;0;0;0;0;40;0;0;0
SP;MONTE APRAZIVEL;Municipal Urbana;0;3790;550;3560;8480;1160;5190;520;0;0;140;0;;;0;20;20;80;490;70;520;90;0;0;0;0
SP;MONTE APRAZIVEL;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MONTE APRAZIVEL;Estadual e Municipal;0;3790;550;3560;8480;1160;5190;2210;5590;1280;140;230;;;0;20;20;80;490;70;520;330;340;170;0;20
SP;MONTE AZUL PAULISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MONTE AZUL PAULISTA;Estadual Urbana;0;0;0;0;0;0;0;2420;1320;2480;0;170;;;0;0;0;0;0;0;0;110;10;110;0;10
SP;MONTE AZUL PAULISTA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MONTE AZUL PAULISTA;Municipal Urbana;200;3380;3270;0;4640;3640;3390;560;0;0;120;0;;;20;60;160;0;340;50;190;0;0;0;0;0
SP;MONTE AZUL PAULISTA;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MONTE AZUL PAULISTA;Estadual e Municipal;200;3380;3270;0;4640;3640;3390;2980;1320;2480;120;170;;;20;60;160;0;340;50;190;110;10;110;0;10
SP;MONTE CASTELO;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MONTE CASTELO;Estadual Urbana;0;0;0;0;0;0;0;1580;400;610;70;160;;;0;0;0;0;0;0;0;50;0;20;0;0
SP;MONTE CASTELO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MONTE CASTELO;Municipal Urbana;310;590;910;0;2210;0;0;0;0;0;0;0;;;0;0;30;0;100;0;0;0;0;0;0;0
SP;MONTE CASTELO;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MONTE CASTELO;Estadual e Municipal;310;590;910;0;2210;0;0;1580;400;610;70;160;;;0;0;30;0;100;0;0;50;0;20;0;0
SP;MONTE MOR;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MONTE MOR;Estadual Urbana;0;0;0;0;0;0;1027;3740;2096;3420;0;1450;;;0;0;0;0;0;0;260;90;520;170;0;60
SP;MONTE MOR;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MONTE MOR;Municipal Urbana;7160;8790;1567;0;3328;1122;2438;0;0;0;1170;0;;;180;70;930;0;1210;370;730;0;0;0;30;0
SP;MONTE MOR;Municipal Rural;0;0;0;350;0;960;0;0;0;0;0;0;;;0;0;0;0;0;10;0;0;0;0;0;0
SP;MONTE MOR;Estadual e Municipal;7160;8790;1567;350;3328;1218;3465;3740;2096;3420;1170;1450;;;180;70;930;0;1210;380;990;90;520;170;30;60
SP;MONTEIRO LOBATO;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MONTEIRO LOBATO;Estadual Urbana;0;0;0;0;0;0;2200;0;1180;0;0;0;;;0;0;0;0;0;0;130;0;110;0;0;0
SP;MONTEIRO LOBATO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MONTEIRO LOBATO;Municipal Urbana;160;680;850;0;2200;0;0;0;0;0;0;0;;;0;0;50;0;100;0;0;0;0;0;0;0
SP;MONTEIRO LOBATO;Municipal Rural;0;0;320;0;650;0;0;0;0;0;0;0;;;0;0;0;0;60;0;0;0;0;0;0;0
SP;MONTEIRO LOBATO;Estadual e Municipal;160;680;1170;0;2850;0;2200;0;1180;0;0;0;;;0;0;50;0;160;0;130;0;110;0;0;0
SP;MORRO AGUDO;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MORRO AGUDO;Estadual Urbana;0;0;0;0;0;0;0;5320;450;4770;0;910;;;0;0;0;0;0;0;0;160;0;120;0;40
SP;MORRO AGUDO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MORRO AGUDO;Municipal Urbana;0;5570;6150;0;1555;630;8350;0;2670;0;1240;0;;;0;160;380;0;880;10;320;0;30;0;30;0
SP;MORRO AGUDO;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MORRO AGUDO;Estadual e Municipal;0;5570;6150;0;1555;630;8350;5320;3120;4770;1240;910;;;0;160;380;0;880;10;320;160;30;120;30;40
SP;MORUNGABA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MORUNGABA;Estadual Urbana;0;0;0;0;0;0;0;0;1220;2180;0;0;;;0;0;0;0;0;0;0;0;0;110;0;0
SP;MORUNGABA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MORUNGABA;Municipal Urbana;0;3080;2610;0;6880;0;6310;0;0;0;0;0;;;0;90;200;0;490;0;370;0;0;0;0;0
SP;MORUNGABA;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MORUNGABA;Estadual e Municipal;0;3080;2610;0;6880;0;6310;0;1220;2180;0;0;;;0;90;200;0;490;0;370;0;0;110;0;0
SP;MOTUCA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MOTUCA;Estadual Urbana;0;0;0;0;0;0;0;0;1140;0;0;0;;;0;0;0;0;0;0;0;0;20;0;0;0
SP;MOTUCA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MOTUCA;Municipal Urbana;260;280;590;0;2110;420;1930;0;0;0;0;0;;;10;0;40;0;190;0;50;0;0;0;0;0
SP;MOTUCA;Municipal Rural;60;40;130;0;0;0;0;0;0;0;0;0;;;10;0;10;0;0;0;0;0;0;0;0;0
SP;MOTUCA;Estadual e Municipal;320;320;720;0;2110;420;1930;0;1140;0;0;0;;;20;0;50;0;190;0;50;0;20;0;0;0
SP;MURUTINGA DO SUL;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;MURUTINGA DO SUL;Estadual Urbana;0;0;0;0;0;0;0;1480;0;740;0;0;;;0;0;0;0;0;0;0;80;0;70;0;0
SP;MURUTINGA DO SUL;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MURUTINGA DO SUL;Municipal Urbana;0;750;0;520;0;1710;0;0;0;0;0;0;;;0;0;0;70;0;150;0;0;0;0;0;0
SP;MURUTINGA DO SUL;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;MURUTINGA DO SUL;Estadual e Municipal;0;750;0;520;0;1710;0;1480;0;740;0;0;;;0;0;0;70;0;150;0;80;0;70;0;0
SP;NANTES;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;NANTES;Estadual Urbana;0;0;0;0;0;0;0;1360;0;890;0;0;;;0;0;0;0;0;0;0;100;0;10;0;0
SP;NANTES;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NANTES;Municipal Urbana;290;470;630;0;1770;0;0;0;0;0;0;0;;;0;0;0;0;30;0;0;0;0;0;0;0
SP;NANTES;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NANTES;Estadual e Municipal;290;470;630;0;1770;0;0;1360;0;890;0;0;;;0;0;0;0;30;0;0;100;0;10;0;0
SP;NARANDIBA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;NARANDIBA;Estadual Urbana;0;0;0;0;0;0;0;0;310;1160;90;120;;;0;0;0;0;0;0;0;0;0;50;0;0
SP;NARANDIBA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NARANDIBA;Municipal Urbana;0;2140;1130;350;3120;1140;3640;0;0;0;0;0;;;0;50;50;10;320;30;130;0;0;0;0;0
SP;NARANDIBA;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NARANDIBA;Estadual e Municipal;0;2140;1130;350;3120;1140;3640;0;310;1160;90;120;;;0;50;50;10;320;30;130;0;0;50;0;0
SP;NATIVIDADE DA SERRA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;NATIVIDADE DA SERRA;Estadual Urbana;0;0;0;0;0;0;0;2140;230;940;0;0;;;0;0;0;0;0;0;0;100;0;50;0;0
SP;NATIVIDADE DA SERRA;Estadual Rural;0;0;0;0;0;0;720;500;740;250;0;0;;;0;0;0;0;0;0;30;20;40;20;0;0
SP;NATIVIDADE DA SERRA;Municipal Urbana;250;0;710;0;470;1790;0;0;0;0;0;0;;;0;0;20;0;20;60;0;0;0;0;0;0
SP;NATIVIDADE DA SERRA;Municipal Rural;0;0;650;0;1740;0;370;0;0;0;0;0;;;0;0;30;0;90;0;10;0;0;0;0;0
SP;NATIVIDADE DA SERRA;Estadual e Municipal;250;0;1360;0;2210;1790;1090;2640;970;1190;0;0;;;0;0;50;0;110;60;40;120;40;70;0;0
SP;NAZARE PAULISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;NAZARE PAULISTA;Estadual Urbana;0;0;0;0;1710;0;0;4960;1710;1360;0;0;;;0;0;0;0;50;0;0;220;10;110;0;0
SP;NAZARE PAULISTA;Estadual Rural;0;0;0;0;1440;0;1600;2640;1150;1650;0;0;;;0;0;0;0;40;0;80;90;0;30;0;0
SP;NAZARE PAULISTA;Municipal Urbana;0;3410;2530;630;6330;680;0;0;0;0;0;0;;;0;70;100;40;300;10;0;0;0;0;0;0
SP;NAZARE PAULISTA;Municipal Rural;370;150;1050;290;1490;0;0;0;0;0;0;0;;;10;0;30;0;50;0;0;0;0;0;0;0
SP;NAZARE PAULISTA;Estadual e Municipal;370;3560;3580;920;1097;680;1600;7600;2860;3010;0;0;;;10;70;130;40;440;10;80;310;10;140;0;0
SP;NEVES PAULISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;NEVES PAULISTA;Estadual Urbana;0;0;0;0;0;0;0;3380;1330;910;0;0;;;0;0;0;0;0;0;0;220;50;40;0;0
SP;NEVES PAULISTA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NEVES PAULISTA;Municipal Urbana;0;1850;410;1210;4230;0;0;0;0;0;0;0;;;0;0;20;10;190;0;0;0;0;0;0;0
SP;NEVES PAULISTA;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NEVES PAULISTA;Estadual e Municipal;0;1850;410;1210;4230;0;0;3380;1330;910;0;0;;;0;0;20;10;190;0;0;220;50;40;0;0
SP;NHANDEARA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;NHANDEARA;Estadual Urbana;0;0;0;0;0;470;0;3370;360;1820;0;0;;;0;0;0;0;0;10;0;180;0;40;0;0
SP;NHANDEARA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NHANDEARA;Municipal Urbana;0;1230;0;1500;3000;690;0;0;0;0;0;0;;;0;0;0;0;80;20;0;0;0;0;0;0
SP;NHANDEARA;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NHANDEARA;Estadual e Municipal;0;1230;0;1500;3000;1160;0;3370;360;1820;0;0;;;0;0;0;0;80;30;0;180;0;40;0;0
SP;NIPOA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;NIPOA;Estadual Urbana;0;0;0;0;0;0;0;2310;0;1380;0;0;;;0;0;0;0;0;0;0;220;0;60;0;0
SP;NIPOA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NIPOA;Municipal Urbana;0;1270;1300;0;3600;0;0;0;0;0;0;0;;;0;10;30;0;260;0;0;0;0;0;0;0
SP;NIPOA;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NIPOA;Estadual e Municipal;0;1270;1300;0;3600;0;0;2310;0;1380;0;0;;;0;10;30;0;260;0;0;220;0;60;0;0
SP;NOVA ALIANCA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;NOVA ALIANCA;Estadual Urbana;0;0;0;0;0;0;0;2770;720;1240;0;0;;;0;0;0;0;0;0;0;90;20;30;0;0
SP;NOVA ALIANCA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NOVA ALIANCA;Municipal Urbana;0;1760;0;1640;2280;1820;0;470;0;0;0;0;;;0;0;0;80;160;110;0;10;0;0;0;0
SP;NOVA ALIANCA;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NOVA ALIANCA;Estadual e Municipal;0;1760;0;1640;2280;1820;0;3240;720;1240;0;0;;;0;0;0;80;160;110;0;100;20;30;0;0
SP;NOVA CAMPINA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;NOVA CAMPINA;Estadual Urbana;0;0;0;0;0;0;0;0;660;1620;160;170;;;0;0;0;0;0;0;0;0;10;60;0;0
SP;NOVA CAMPINA;Estadual Rural;0;0;0;0;0;0;0;640;440;0;0;0;;;0;0;0;0;0;0;0;40;30;0;0;0
SP;NOVA CAMPINA;Municipal Urbana;190;1210;1660;0;3900;0;3100;0;0;0;0;0;;;10;0;90;0;310;0;220;0;0;0;0;0
SP;NOVA CAMPINA;Municipal Rural;70;400;870;0;1940;0;960;0;0;0;0;0;;;10;30;60;0;250;0;110;0;0;0;0;0
SP;NOVA CAMPINA;Estadual e Municipal;260;1610;2530;0;5840;0;4060;640;1100;1620;160;170;;;20;30;150;0;560;0;330;40;40;60;0;0
SP;NOVA CANAA PAULISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;NOVA CANAA PAULISTA;Estadual Urbana;0;0;0;0;0;0;0;880;0;340;0;0;;;0;0;0;0;0;0;0;10;0;10;0;0
SP;NOVA CANAA PAULISTA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NOVA CANAA PAULISTA;Municipal Urbana;0;430;0;290;0;960;0;0;0;0;0;0;;;0;10;0;0;0;0;0;0;0;0;0;0
SP;NOVA CANAA PAULISTA;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NOVA CANAA PAULISTA;Estadual e Municipal;0;430;0;290;0;960;0;880;0;340;0;0;;;0;10;0;0;0;0;0;10;0;10;0;0
SP;NOVA CASTILHO;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;NOVA CASTILHO;Estadual Urbana;0;0;0;0;0;0;0;610;0;290;0;0;;;0;0;0;0;0;0;0;10;0;0;0;0
SP;NOVA CASTILHO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NOVA CASTILHO;Municipal Urbana;0;330;0;220;0;730;0;0;0;0;0;0;;;0;0;0;10;0;30;0;0;0;0;0;0
SP;NOVA CASTILHO;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NOVA CASTILHO;Estadual e Municipal;0;330;0;220;0;730;0;610;0;290;0;0;;;0;0;0;10;0;30;0;10;0;0;0;0
SP;NOVA EUROPA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;NOVA EUROPA;Estadual Urbana;0;0;0;0;0;0;0;0;850;2060;110;190;;;0;0;0;0;0;0;0;0;20;100;0;10
SP;NOVA EUROPA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NOVA EUROPA;Municipal Urbana;220;1990;840;1370;4120;800;4560;0;0;0;0;0;;;0;70;90;140;360;20;180;0;0;0;0;0
SP;NOVA EUROPA;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NOVA EUROPA;Estadual e Municipal;220;1990;840;1370;4120;800;4560;0;850;2060;110;190;;;0;70;90;140;360;20;180;0;20;100;0;10
SP;NOVA GRANADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;NOVA GRANADA;Estadual Urbana;0;0;0;0;0;0;8300;10;5420;0;150;330;;;0;0;0;0;0;0;680;0;580;0;0;20
SP;NOVA GRANADA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NOVA GRANADA;Municipal Urbana;1150;2230;3380;350;9710;0;0;0;0;0;220;0;;;10;10;150;10;590;0;0;0;0;0;0;0
SP;NOVA GRANADA;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NOVA GRANADA;Estadual e Municipal;1150;2230;3380;350;9710;0;8300;10;5420;0;370;330;;;10;10;150;10;590;0;680;0;580;0;0;20
SP;NOVA GUATAPORANGA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;NOVA GUATAPORANGA;Estadual Urbana;0;0;0;0;0;0;0;1020;90;510;0;0;;;0;0;0;0;0;0;0;40;10;60;0;0
SP;NOVA GUATAPORANGA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NOVA GUATAPORANGA;Municipal Urbana;0;520;340;260;1110;0;0;0;0;0;0;0;;;0;0;0;0;60;0;0;0;0;0;0;0
SP;NOVA GUATAPORANGA;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
SP;NOVA GUATAPORANGA;Estadual e Municipal;0;520;340;260;1110;0;0;1020;90;510;0;0;;;0;0;0;0;60;0;0;40;10;60;0;0
SP;NOVA INDEPENDENCIA;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;NOVA INDEPENDENCIA;Estadual Urbana;0;0;0;0;0;0;0;0;1620;0;0;0;;;0;0;0;0;0;0;0;0;30;0;0;0
SP;NOVA INDEPENDENCIA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;460;400;;;0;0;0;0;0;0;0;0;0;0;20;0
SP;NOVA INDEPENDENCIA;Municipal Urbana;0;1310;1120;0;0;2730;1670;960;0;0;120;0;;;0;50;100;0;0;120;20;30;0;0;20;0
